qmh,hm,qlmin,name,nqmh,nhm,nqlmin
0.043229582,52.14285714,0.720493039,KSB,6.036585366,0.739329268,100.6097561
2.110490379,52.26190476,35.17483964,Etabloc,7.987804878,0.725779133,133.1300813
4.121663563,52.26190476,68.69439272,65,10,0.607638889,166.6666667
6.076970826,52.26190476,101.2828471,1750,12.01219512,0.645748645,200.203252
8.032056398,52.14285714,133.8676066,318,14.02439024,0.579691734,233.7398374
10.0990955,52.14285714,168.3182584,,15.97560976,0.670308266,266.2601626
12.05395939,51.9047619,200.8993231,,17.98780488,0.708418022,299.796748
14.06424581,51.42857143,234.4040968,,19.93902439,0.799034553,332.3170732
16.018888,51.07142857,266.9814667,,22.01219512,0.836720867,366.8699187
18.08459697,50.35714286,301.4099495,,24.02439024,1.031080623,400.4065041
20.03857409,49.64285714,333.9762348,,25.97560976,1.173780488,432.9268293
22.10339629,48.45238095,368.3899382,,28.04878049,1.367716802,467.4796748
24.16799681,47.14285714,402.7999468,,30,1.71875,500
26.06455618,45.5952381,434.4092696,,32.01219512,2.329776423,533.5365854
28.01609471,43.57142857,466.9349118,,33.17073171,2.79048103,552.8455285
30.07847832,41.07142857,501.307972,,35.06097561,4.235687669,584.3495935
32.02802164,37.97619048,533.8003606,,36.03658537,5.218495935,600.6097561
34.0892968,34.88095238,568.1549466,,37.01219512,6.565887534,616.8699187
35.87057728,31.42857143,597.8429547,,38.04878049,8.173272358,634.1463415
