qmh,hm,qlmin,name,nqls,nhm,nqlmin
1.362629401,65.99286088,22.71049001,KSB,7.219172236,0.709124629,433.1503342
3.278804861,66.11937889,54.64674769,CPKD,7.750210096,0.6961704,465.0126057
5.194537003,66.10606121,86.57561671, 80-400 (60) ,8.281247955,0.6961704,496.8748773
6.588122994,66.199285,109.8020499,1750,8.812285814,0.692931843,528.7371488
10.74294311,66.32323337,179.0490518,360,9.343323673,0.681596892,560.5994204
12.68471866,66.49893292,211.4119777,,9.874361532,0.657307712,592.4616919
14.60030303,66.43900334,243.3383838,,10.40539939,0.657307712,624.3239635
16.51601406,66.41902681,275.266901,,10.93643725,0.657307712,656.186235
18.43178842,66.41902681,307.1964737,,11.46747511,0.657307712,688.0485066
20.34777389,66.48561524,339.1295648,,11.99851297,0.670261941,719.9107781
22.2634427,66.45232103,371.0573783,,12.52955083,0.689693285,751.7730496
24.17913262,66.42568565,402.9855437,,13.06058869,0.692931843,783.6353212
26.09488587,66.41902681,434.9147645,,13.59162655,0.689693285,815.4975927
28.01066023,66.41902681,466.8443372,,14.1226644,0.704266793,847.3598643
29.92628682,66.37241491,498.771447,,14.65370226,0.730175252,879.2221358
31.84197674,66.34577954,530.6996124,,15.18474012,0.757702989,911.0844074
33.75791999,66.39905028,562.6319998,,15.71577798,0.785230727,942.9466789
35.67312437,66.21926153,594.5520728,,16.24681584,0.830570529,974.8089505
37.58875096,66.17264963,626.4791826,,16.76176164,0.863878192,1005.705699
39.50420866,66.07276699,658.4034777,,17.30889156,0.961732101,1038.533494
41.41937082,65.87966056,690.322847,,17.83992942,0.935823643,1070.395765
43.33484964,65.78643676,722.2474939,,18.37096728,0.973067052,1102.258037
45.25020179,65.65325991,754.1700298,,18.90200514,1.015168297,1134.120308
47.1654695,65.49344768,786.0911583,,19.433043,1.041886395,1165.98258
49.08086387,65.37358852,818.0143979,,19.96408085,1.080911011,1197.844851
50.99598381,65.16716439,849.9330635,,20.49511871,1.127222381,1229.707123
52.91114597,64.97405796,881.8524328,,21.02615657,1.191669672,1261.569394
54.8265122,64.84532033,913.7752033,,21.55719443,1.25482154,1293.431666
56.74172361,64.6677512,945.6953936,,22.08823229,1.337404752,1325.293937
58.65661134,64.38807981,977.6101889,,22.61927015,1.410272292,1357.156209
60.57200571,64.26822064,1009.533428,,23.15030801,1.48475911,1389.018481
62.48693565,64.00186693,1041.448928,,23.68134587,1.575438716,1420.880752
64.40201337,63.78212512,1073.36689,,24.21238373,1.662879764,1452.743024
66.31687998,63.49579489,1105.281333,,24.74342159,1.747082254,1484.605295
68.23193659,63.26939424,1137.198943,,25.27445945,1.831284745,1516.467567
70.05972466,62.98372989,1167.662078,,25.8054973,1.917106514,1548.329838
72.06145871,62.63014535,1201.024312,,26.33653516,2.009945158,1580.19211
73.97590311,62.21063826,1232.931719,,26.86757302,2.156219997,1612.054381
75.89066417,61.89101381,1264.844403,,27.39861088,2.304114115,1643.916653
77.80512969,61.47816557,1296.752161,,27.92964874,2.410986507,1675.778924
79.71976408,61.11858807,1328.662735,,28.4606866,2.555102308,1707.641196
81.63427182,60.71905751,1360.571197,,28.99172446,2.697598831,1739.503468
83.54873733,60.30620926,1392.478956,,29.52276232,2.866003812,1771.365739
85.46335765,59.94219253,1424.389294,,30.05380018,3.02604252,1803.228011
87.37773813,59.50252114,1456.295635,,30.58483804,3.256249971,1835.090282
89.29141611,58.84126388,1488.190269,,31.1158759,3.476471869,1866.952554
91.20499499,58.14874424,1520.08325,,31.64691375,3.808423996,1898.814825
93.11855275,57.44956577,1551.975879,,32.15381353,4.17964363,1929.228812
95.03202607,56.72375192,1583.867101,,32.5158848,4.511838648,1950.953088
96.94528829,55.93134964,1615.754805,,32.84174894,4.856377505,1970.504936
98.85850829,55.12562968,1647.641805,,33.50899456,5.789727106,2010.539674
100.7717916,54.33988625,1679.52986,,33.17829457,5.186440678,1990.697674
102.6846738,53.42762481,1711.411231,,33.38501292,5.491525424,2003.100775
104.5974294,52.47541031,1743.29049,,,,
106.5101428,51.50987813,1775.169046,,,,
108.4228139,50.53102826,1807.046898,,,,
110.3353865,49.52110379,1838.923108,,,,
112.2474173,48.34026903,1870.790288,,,,
114.1595395,47.18828925,1902.658992,,,,
116.0714084,45.95640336,1934.523474,,,,
117.9832309,44.70986801,1966.387182,,,,
119.8950619,43.46599621,1998.251031,,,,
121.6160136,42.40067527,2026.93356,,,,
8.596304348,66.36,143.2717391,,,,
