qls,hm
6.994565865917019, 2.2808168659577355
7.702425065175789, 2.2967561692363
8.38185305415234, 2.303894822722448
9.061330084818707, 2.3179483544724384
9.740866846578879, 2.340423970448663
10.420475285651612, 2.373006087496371
11.071619189415394, 2.3920887259816244
11.751264723959181, 2.429901304447924
12.266178397496525, 2.4628748851773956
13.92333280109602, 2.539906320058803
14.46481781500059, 2.5804384990201186
15.059367142271764, 2.6196858520473842
15.739095043532103, 2.669112137547563
16.423989130500928, 2.7126140554060907
17.088736747472907, 2.7716620508157463
17.74999340528558, 2.829157768164344
18.401398869047323, 2.885120366362181
19.08127012493279, 2.954759654005322
19.78943741224979, 3.0141393734946034
20.4695406735508, 3.116491424728843
21.14959489316199, 3.211928597699244
21.801167815614985, 3.291502871363731
22.481105509925325, 3.370509976913752
23.189644386838676, 3.4822838294885425
23.954777840244635, 3.5738929675213207
24.63468242115684, 3.6482310839344976
25.31479260141752, 3.7515587084825786
25.995205419220135, 3.8975582264435813
26.67522799387657, 3.9885334607931826
27.355374012793533, 4.096914335877003
28.03565144011686, 4.223823796258541
28.71592886744019, 4.350733256640078
29.39631381073236, 4.492802468628839
30.076710700243297, 4.636556097462845
30.75709564353547, 4.7786253094516065
31.437739421567457, 4.957190219754049
32.11814825729715, 5.102628265433306
32.79890751544382, 5.29747587190647
33.4796866839551, 5.495130839788381
34.16058531465398, 5.709629976122761
34.841698977290555, 5.954448615671588
35.522822595109425, 6.200670935924786
36.20400992609502, 6.455876812685968
36.885529760169455, 6.757965624973192
37.567061540462646, 7.061738854105663
38.248963653537416, 7.417729005440789
38.93083391002883, 7.769227378521924
39.61269022926502, 8.118760598616937
40.10841649606496, 8.349104004893524
12.832912828808382, 2.474751620652608
13.372164612431643, 2.5092531115322867
