qhm,hm,qlmin,name,nqls,nhm,nqlmin
0.591241285,4.082304765,9.854021411,KSB,0.283784978,0.985335017,17.0270987
2.011172402,4.07862219,33.51954004,CPKN,0.675581481,0.987664734,40.53488884
3.43110352,4.07862219,57.18505866, 80-200 (115) ,1.06740566,0.98746938,64.0443396
4.851034637,4.081384121,80.85057729,1160,1.459305951,0.980330082,87.55835708
6.270965755,4.074939614,104.5160959,140,1.851130131,0.980134728,111.0678078
7.690896872,4.075860258,128.1816145,,2.24295431,0.979939374,134.5772586
10.29611066,4.042705095,171.6018443,,2.634799247,0.977850217,158.0879548
11.95069022,4.022923234,199.1781704,,3.026602669,0.979548666,181.5961601
13.62879064,3.990240376,227.1465106,,3.418426848,0.979353312,205.1056109
15.04872175,3.965382991,250.8120292,,3.810237189,0.980420493,228.6142314
16.46865287,3.951573332,274.4775479,,4.202026772,0.983381478,252.1216063
17.88858399,3.935308624,298.1430665,,4.593816355,0.986342462,275.6289813
19.30851511,3.866874094,321.8085851,,4.985522907,0.996878659,299.1313744
20.72844622,3.833730914,345.4741037,,5.37731941,0.999208375,322.6391646
22.14837734,3.796905159,369.1396224,,5.769143589,0.999013022,346.1486153
23.56830846,3.746085616,392.805141,,6.160967769,0.998817668,369.6580661
24.98823958,3.702999482,416.4706596,,6.552639724,1.012510203,393.1583834
26.40817069,3.647760848,440.1361782,,6.944477742,1.011052313,416.6686645
27.77646795,3.598598464,462.9411325,,7.336288083,1.012119495,440.177285
29.27384986,3.525683468,487.8974976,,7.728112262,1.011924141,463.6867357
30.66796405,3.457954766,511.1327341,,8.11995028,1.010466251,487.1970168
32.06207823,3.361624727,534.3679706,,8.511739863,1.013427236,510.7043918
33.50782628,3.253725263,558.4637714,,8.903508689,1.018282023,534.2105213
34.9277574,3.147851215,582.12929,,9.295206015,1.02965991,557.7123609
36.34768852,3.033691373,605.7948086,,9.686859519,1.045035826,581.2115711
37.76761963,2.928277647,629.4603272,,10.07829991,1.079854785,604.6979946
39.18755075,2.785117522,653.1258459,,10.46935928,1.149435552,628.1615568
40.60748187,2.655306733,676.7913645,,10.86051229,1.210473163,651.6307374
42.02741299,2.509231236,700.4568831,,11.25147156,1.289186268,675.0882937
43.4473441,2.383716785,724.1224017,,11.64223709,1.385574869,698.5342256
44.86727522,2.239543952,747.7879204,,12.03278467,1.501848401,721.9670801
46.02903705,2.124095208,767.1506174,,12.42312467,1.637059964,745.3874799
9.014084507,4.033149171,150.2347418,,12.6892206,1.733352905,761.3532358
