qls,hm
2.8578172557301693, 1.15721095830542
2.9854375152840893, 1.1953778933825703
3.123880449180157, 1.2585380551735526
3.265251213074059, 1.3385922428017665
3.3963029431070924, 1.3639356416699222
3.5313144065240474, 1.4432829219577474
3.663475824417498, 1.4883530743321156
3.8112959844744427, 1.5745818899351498
3.9423477145074752, 1.639449419379961
4.0761593943779175, 1.7090568317549426
4.21135698954197, 1.7819252588095669
4.356140972328313, 1.8755023649647349
4.487192702361345, 1.975357425971323
4.628563466255248, 2.049249950307649
4.760647099674368, 2.136404336802636
4.900985960182183, 2.234309545759263
5.0330695936013035, 2.322912102967054
5.1670491536321705, 2.477923597750477
5.306208695984459, 2.593791257483968
5.434312130628673, 2.765825497390507
5.5740817974497086, 2.9567384651363042
5.705534841009094, 3.1694817232554655
5.825571394116023, 3.346212859567366
