qhm,hm,qlmin,name,nqls,nhm,nqlmin
0.183317207,88.81032673,3.055286777,KSB,1.652958922,4.134203042,99.17753529
0.952883102,88.63911812,15.88138504,MegaCPK,1.810963186,3.538713587,108.6577912
1.688402924,88.54184506,28.14004873, 50-032 (200),1.748587944,3.824620314,104.9152766
2.38058428,88.54824984,39.67640466,3500,1.885524772,3.299798614,113.1314863
3.094404504,88.54378846,51.5734084,209,2.057800071,2.82433597,123.4680042
3.819048139,88.52852853,63.65080231,,2.182148515,2.579962542,130.9289109
4.522044953,88.53486571,75.36741588,,2.315547442,2.360880606,138.9328465
5.235865177,88.53040433,87.26441962,,2.486934897,2.26512617,149.2160938
5.949749022,88.44009526,99.1624837,,2.699300114,2.127768568,161.9580068
6.663601056,88.39271004,111.0600176,,2.880819853,2.064138996,172.8491912
7.377421281,88.38824866,122.9570213,,3.077565926,2.038115659,184.6539556
8.080418095,88.39458584,134.6736349,,3.277181917,2.053817273,196.630915
8.80506173,88.37932591,146.7510288,,3.470834976,2.070659936,208.2500985
9.494368241,88.61646327,158.2394707,,3.667434442,2.100224939,220.0460665
10.30451894,88.75626715,171.7419823,,3.862575545,2.117801963,231.7545327
11.01151058,88.23676465,183.5251763,,4.060620627,2.164188713,243.6372376
11.74694582,88.25363001,195.7824303,,4.272415375,2.243133726,256.3449225
12.43924646,88.09907035,207.3207743,,4.453630409,2.295038517,267.2178245
13.15306668,88.09460898,219.2177781,,4.650211068,2.331734574,279.0126641
13.87230259,88.07938284,231.2050432,,4.846783445,2.371571335,290.8070067
14.56521006,87.99239388,242.753501,,5.239896326,2.46332928,314.3937796
15.7056261,87.9284227,261.7604349,,5.451791241,2.504294681,327.1074744
16.39789493,87.8167869,273.2982488,,5.632993272,2.561129435,337.9795963
17.11180191,87.69526048,285.1966985,,5.829541745,2.610029513,349.7725047
17.83643036,87.70048693,297.2738394,,6.029091072,2.651007709,361.7454643
18.53956381,87.52244667,308.9927302,,6.222562997,2.73653017,373.3537798
19.25349682,87.36580074,320.8916137,,6.419003109,2.826517282,385.1401865
19.96726871,87.42656131,332.7878118,,6.615565658,2.870080073,396.9339395
20.68143224,86.95885684,344.6905373,,6.812063403,2.938214522,408.7238042
21.4269349,86.70290238,357.1155817,,7.008478018,3.037869171,420.5086811
22.23155223,86.41678413,370.5258705,,7.200635277,3.056918256,432.0381166
22.977602,86.14997588,382.9600333,,7.401665796,3.101228724,444.0999478
23.69445456,85.70226348,394.9075761,,7.598131572,3.181484731,455.8878943
24.38153776,85.29097496,406.3589627,,7.804570499,3.293673635,468.2742299
25.09549246,85.10506277,418.2582076,,7.990971641,3.376684081,479.4582985
25.82023441,84.95712912,430.3372402,,8.202713204,3.47579523,492.1627923
26.52361006,84.45228229,442.0601676,,8.383847231,3.558414937,503.0308339
27.23758355,84.241006,453.9597258,,8.580256269,3.66018436,514.8153761
27.82560286,83.98915076,463.7600477,,8.779720607,3.733387681,526.7832364
28.32869099,83.36180043,472.1448498,,8.973018171,3.885021999,538.3810902
28.92569146,83.02078883,482.0948576,,9.169439558,3.982108709,550.1663735
29.63991943,82.46612176,493.9986572,,9.365913997,4.059079892,561.9548398
30.30268995,81.82729813,505.0448325,,9.562289105,4.173714189,573.7373463
30.93861591,81.32247926,515.6435984,,9.752911144,4.351154518,585.1746686
31.65303474,80.51026909,527.550579,,9.951888275,4.467852502,597.1132965
32.48640486,79.52476141,541.440081,,10.16055386,4.667935952,609.6332316
33.25648622,78.62611078,554.2747704,,10.32321606,4.786705939,619.3929634
34.20153497,77.24229255,570.0255829,,10.49816394,5.006223467,629.8898361
35.13647448,75.67644984,585.607908,,10.6865095,5.230344594,641.1905699
35.87526922,74.80859318,597.9211537,,10.86419207,5.432564677,651.8515243
36.40350595,73.47865826,606.7250991,,11.11522136,5.824155427,666.9132817
37.04491068,72.68007418,617.415178,,10.99689392,5.631152897,659.8136353
37.64977651,71.58701199,627.4962752,,11.25600355,6.017769845,675.3602133
38.13142644,70.69974423,635.523774,,11.41508772,6.271888106,684.905263
38.66940172,69.73862604,644.4900286,,11.66981813,6.712866732,700.1890878
39.38407908,68.57756205,656.401318,,11.54953351,6.470994197,692.9720107
40.09894411,67.16327031,668.3157352,,11.80968763,6.993251831,708.5812578
40.8139821,65.515583,680.233035,,11.93488792,7.208124966,716.0932755
41.52900475,63.88860014,692.1500792,,1.969939895,3.064456527,118.1963937
42.22233763,62.3411616,703.7056272,,5.036251612,2.421263791,302.1750967
42.92025016,60.76087527,715.3375026,,,,
43.5837472,59.40551437,726.3957867,,,,
