qls,hm
0.5311324307891654, 2.8641219828514135
0.577619207970772, 2.884371012559063
0.6325481534178541, 2.9743553941577208
0.6854247586769615, 2.989595163270817
0.7359252612813201, 3.0768023181381174
0.7876122046599656, 3.1325202969438504
0.8389247839209932, 3.1398065584108767
0.8909839440131408, 3.2499489436426963
0.9426676662856119, 3.3146559560794984
0.9928066891970504, 3.3174752590838175
1.0460340371284962, 3.44706632549679
1.1007405817191183, 3.5090106846816873
1.149396972124794, 3.5890649974538924
1.201074896406151, 3.6699522704266165
1.2527548607214187, 3.745146488766336
1.3044408377682117, 3.803561177661388
1.3561267074447994, 3.86227550101081
1.406650473593752, 3.8845618574315033
1.4594823412671016, 4.024649315864998
1.5127417332399724, 4.064816144007418
1.562843087956348, 4.1727548233682885
1.6145172491676343, 4.264143570551278
1.6653034592334879, 4.408113432858764
1.7178583504142795, 4.467072959873088
1.7695067241325053, 4.630426004357677
1.8212102025228467, 4.640000277190589
1.8728937100549063, 4.705306558536128
1.9245875251267242, 4.741847932262251
1.9762529944642062, 4.857492801941774
2.0279184638016883, 4.9731376716213
2.080402004632331, 4.992132057531618
2.1312676554116416, 5.153489553737629
2.1829427880676473, 5.242167322523947
2.232601683770584, 5.335539128830172
2.2862495684463027, 5.5408748141160125
2.3379224463279864, 5.635844906444079
2.3876366948101753, 5.73091086843592
2.4412685242019707, 5.824886187737105
2.493717259190894, 5.941012075938696
2.5445976375834363, 6.061269712820431
2.596262677440095, 6.17811312031743
2.647502513386681, 6.388401724619428
2.6995276908086874, 6.593378414659021
2.7511695387008896, 6.774942864299721
2.798762916289726, 7.010536001507949
2.8573687876583254, 7.2867154532528815
2.911444081115986, 7.696564275681469
2.9478016068578383, 8.299921871731431
2.9853875192159394, 9.044940850056397
3.0064303679990707, 9.79290889471223
3.03021878198647, 10.450214201755081
3.071434721391097, 11.826789838994902
3.0598524382148047, 11.124352425678191
3.0915123462957848, 12.392020973543325
3.1275619752539883, 13.702124720200079
3.1152625075296556, 13.025839316237217
