qhm,hm,qlmin,name,nqls,nhm,nqlmin
19.54636585,583.2358792,325.7727642,KSB,164.4905677,9.811008485,9869.434064
53.71701097,583.9215469,895.2835162,Etanorm-R,171.7780479,9.785800785,10306.68287
86.62326097,582.9360596,1443.721016, 300-400,180.2647337,9.80452572,10815.88402
118.2914251,582.7840581,1971.523752,1750,189.3971456,9.840647942,11363.82873
152.4529425,582.6007688,2540.882375,380,198.1836327,9.83457643,11891.01796
185.3624141,581.9219723,3089.373568,,207.6619693,9.862563152,12459.71816
217.0148284,580.270594,3616.913807,,216.7943812,9.927601907,13007.66287
251.1888741,581.2799908,4186.481234,,225.6500533,9.922190282,13539.0032
284.0945871,580.2433884,4734.909786,,235.0592049,9.950539342,14103.55229
315.7351506,577.4638002,5262.252509,,244.1916168,9.963952001,14651.49701
349.8850733,576.1766942,5831.417888,,253.0472889,9.981526634,15182.83733
382.7838063,574.4755954,6379.730106,,262.4564405,10.00366872,15747.38643
414.6598195,570.3709705,6910.996992,,271.5888524,10.02137852,16295.33114
448.5716079,570.1533256,7476.193464,,280.1875519,10.0290312,16811.25311
481.4638979,567.8388454,8024.398298,,289.8536761,10.0896123,17391.22057
511.5641996,565.6134261,8526.069993,,298.986088,10.14443342,17939.16528
547.2398871,562.3920431,9120.664784,,307.910945,10.18488186,18474.6567
580.1235863,559.259721,9668.726438,,317.2509117,10.22412623,19035.0547
612.2506708,555.3172396,10204.17785,,326.4525085,10.24904393,19587.15051
645.8866893,552.586156,10764.77816,,336.150609,10.30056708,20169.03654
678.7682408,549.2493735,11312.80401,,344.2086195,10.35645162,20652.51717
710.8835131,544.1823595,11848.05855,,353.7805592,10.39562337,21226.83355
744.5195315,541.4512759,12408.65886,,362.7746012,10.4434052,21766.47607
777.3924923,537.2966515,12956.54154,,372.0453829,10.4997971,22322.72298
809.7639546,532.8790785,13496.06591,,381.1777948,10.55761348,22870.66769
843.1202658,527.259712,14052.00443,,390.2410217,10.62222971,23414.4613
876.742709,523.2362678,14612.37848,,400.1751649,10.7130857,24010.5099
908.3545678,517.7239946,15139.2428,,408.5750304,10.78992062,24514.50182
941.7393628,514.8162849,15695.65605,,417.5295381,10.89899054,25051.77229
977.1404801,507.1608316,16285.67467,,426.8398541,10.98993319,25610.39125
1007.422679,500.5470138,16790.37798,,435.972266,11.08957501,26158.33596
1040.26772,493.7344035,17337.79533,,445.1046779,11.21769252,26706.28067
1073.107391,486.410642,17885.12319,,453.905002,11.3197186,27234.30012
1105.684072,477.7899816,18428.06786,,463.3695016,11.48618865,27802.1701
1137.512535,470.2122716,18958.54224,,472.5019135,11.66436777,28350.11481
1170.104876,461.2563595,19501.74793,,481.6343253,11.82326707,28898.05952
1204.065064,451.0373081,20067.75107,,490.7667372,11.99624664,29446.00423
1236.79605,441.9653891,20613.2675,,500.4921628,12.21947335,30029.52977
1271.097817,430.6215638,21184.96361,,509.0315609,12.42843496,30541.89366
1302.807549,418.2422471,21713.45915,,518.2746687,12.70723222,31096.48012
1335.585295,405.0232091,22259.75492,,527.3655696,12.95015085,31641.93418
1368.368053,392.2812454,22806.13421,,533.4637278,13.18271469,32007.82367
1400.750371,377.8563003,23345.83951,,541.4101121,13.42292106,32484.60673
1431.392132,365.9033871,23856.53553,,552.2418321,13.82467258,33134.50993
1463.660515,348.0204242,24394.34192,,547.1135924,13.63667094,32826.81554
1497.729557,335.642082,24962.15929,,559.2278947,14.07570681,33553.67368
1530.410346,316.5841164,25506.83911,,567.1428225,14.40165967,34028.56935
1560.424741,301.4323582,26007.07901,,574.4528387,14.69126802,34467.17032
1592.646521,282.7650837,26544.10869,,579.1020665,14.93612899,34746.12399
1624.150271,265.1347229,27069.17119,,586.6128703,15.20712217,35196.77222
1659.903497,246.1942513,27665.05828,,,,
1690.783738,224.4466931,28179.72897,,,,
1721.016843,205.6037956,28683.61404,,,,
1750.581739,187.301771,29176.36232,,,,
1782.560056,168.3108773,29709.33427,,,,
