qls,hm
1.3560165500878085, 0.9210598807024768
1.5275691304140318, 0.9404781095671524
1.7044607461784484, 0.9712938708036472
1.8786641061228893, 0.9930655637267876
2.0489223812437913, 1.0168565765914446
2.2271927824649476, 1.0583817634194883
2.4014177388646383, 1.0840090587945985
2.5609770307230697, 1.128360397119586
2.74422657153237, 1.1721658748009833
2.9159653562125207, 1.2099374526631763
3.0986955024302762, 1.2539912832045266
3.273050355156397, 1.3028088933275184
3.447376624338805, 1.3465235002052562
3.615053805462411, 1.380401981923261
3.7876680001195977, 1.4412392761662636
3.9685800452248374, 1.483486929811634
4.144729340307957, 1.5298869331249634
4.319013051769725, 1.5660037351708755
4.4819048200731855, 1.6265463025074376
4.656526083495751, 1.6717634065903817
4.8291067878445535, 1.72352730173783
5.018273547837549, 1.7736771881260478
5.190939443371868, 1.8372511030578087
5.36534999729831, 1.8960130157087862
5.54375776857043, 1.962062796929343
5.714127863572988, 2.005816947489559
5.888418540536867, 2.04317729653021
6.068389416449581, 2.1016802478486025
6.250114251518194, 2.1318945334855957
6.413909083256304, 2.2191208669106848
6.586057557542367, 2.277653885057286
6.756618952184483, 2.3467080770878357
6.935021053723326, 2.420598214811745
7.109347402304466, 2.464326996698496
7.28380507638922, 2.5315012434953936
7.458190894621031, 2.5858471071340796
7.63433910908731, 2.6704123413460192
7.807324589305016, 2.7591768755180173
7.9818509432934155, 2.8386125051125415
8.15375293097529, 2.9204102236474565
8.330951290509738, 3.0059887697103487
8.505402374499692, 3.0719864907590337
8.668867087288525, 3.1675466912005064
8.854597047410266, 3.256202666066183
9.029225349371242, 3.353839007235451
9.1998401645006, 3.4412828980801606
9.378333318865884, 3.5225760726986595
9.552809651652787, 3.5930814466139873
9.71628223994805, 3.7019187993219034
9.902088646017315, 3.7923514814946393
10.066494118777058, 3.8876904840467423
10.231884076554941, 3.9692313844012483
10.39326150913384, 4.070530723693981
