qhm,hm,qlmin,name,nqls,nhm,nqlmin
0.345597098,33.35854922,5.759951632,KSB,5.142283472,2.377081697,308.5370083
0.852005638,33.35435869,14.20009396,MegaCPK,5.28485402,2.369935099,317.0912412
1.328613755,33.34026328,22.14356259, 50-032 (125.1),5.421065267,2.472135803,325.263916
1.835019226,33.33340605,30.58365376,3500,5.554623048,2.548093827,333.2773829
2.31162252,33.31512011,38.527042,134,5.693487761,2.651306603,341.6092656
2.821684091,33.24959549,47.02806818,,5.828667104,2.705535219,349.7200263
3.294623392,33.28311972,54.91038986,,5.965910255,2.78209054,357.9546153
3.804742324,33.26743023,63.41237206,,6.102121502,2.815106335,366.1272901
4.277571645,33.20540447,71.29286076,,6.238332749,2.941691415,374.2999649
4.787659445,33.16266703,79.79432408,,6.374543996,3.023550206,382.4726397
5.270987293,33.09787502,87.84978822,,6.510755242,3.204724516,390.6453145
5.751912467,33.01797357,95.86520779,,6.649914785,3.538959491,398.9948871
6.22471803,32.93530588,103.7453005,,6.783177736,3.803269112,406.9906642
6.734862475,32.94178215,112.2477079,,6.922042449,4.116090702,415.322547
7.211424646,32.88776838,120.1904108,,7.067157548,4.392440339,424.0294529
7.71774057,32.80311377,128.6290095,,7.193875284,4.699813126,431.632517
8.194222842,32.67968367,136.5703807,,7.328022724,5.044520998,439.6813635
8.700399423,32.47396683,145.006657,,7.420939117,5.492534339,445.256347
9.176934411,32.3963367,152.9489069,,7.57052002,6.209398485,454.2312012
9.683105632,32.18596326,161.3850939,,7.659935232,6.638633741,459.5961139
10.14571077,32.02212007,169.0951795,,7.761422146,7.045220565,465.6853288
10.66571713,31.81567296,177.7619521,,7.842414251,7.649988163,470.5448551
11.14579104,31.57757477,185.763184,,7.942533502,8.200526045,476.5520101
11.64822339,31.35395295,194.1370564,,8.021646095,8.755768612,481.2987657
12.0590389,31.11678429,200.9839816,,8.108204807,9.236193358,486.4922884
12.60995467,30.8429381,210.1659112,,8.251047992,10.35976516,495.0628795
13.11441634,30.55782981,218.5736057,,8.216216216,9.998428661,492.972973
13.61293598,30.16993827,226.8822663,,8.158982512,9.59186786,489.5389507
14.10042738,29.90597309,235.007123,,7.503974563,5.875697859,450.2384738
14.59534753,29.62593153,243.2557921,,,,
15.10384101,29.27641608,251.7306835,,,,
15.57740653,28.77563527,259.6234421,,,,
16.06479001,28.41791655,267.7465002,,,,
16.55957778,28.02286404,275.9929631,,,,
17.04918681,27.774134,284.1531135,,,,
17.54184341,27.35208369,292.3640569,,,,
18.03294911,26.99313699,300.5491519,,,,
18.54252206,26.50309452,309.0420343,,,,
19.03562775,26.05717778,317.2604625,,,,
19.50577145,25.48645164,325.0961909,,,,
20.00633446,25.02521366,333.4389077,,,,
20.48754474,24.38792374,341.459079,,,,
20.98224165,23.91393691,349.7040276,,,,
21.49910568,23.28820725,358.318428,,,,
21.96741996,22.53860558,366.1236661,,,,
22.43008825,21.94340713,373.8348041,,,,
22.80745717,21.40153077,380.1242862,,,,
23.15437813,20.94680847,385.9063022,,,,
23.60440731,20.3903014,393.4067884,,,,
23.98484948,19.87300176,399.7474913,,,,
24.48243141,19.16813157,408.0405234,,,,
24.96813881,18.38519355,416.1356468,,,,
25.43973521,17.71416483,423.9955869,,,,
25.9018586,17.02615634,431.6976433,,,,
26.32181987,16.27516286,438.6969978,,,,
26.73855222,15.67024028,445.642537,,,,
27.11882792,15.07832561,451.9804653,,,,
27.4085211,14.59534224,456.808685,,,,
27.75907292,14.0600243,462.6512153,,,,
28.18271267,13.31824639,469.7118779,,,,
28.4655865,12.73376277,474.4264417,,,,
28.78140112,12.19561232,479.6900187,,,,
29.09159153,11.59781241,484.8598589,,,,
