qhm,hm,qlmin,name,nqls,nhm,nqlmin
0.326351924,16.63834197,5.43919873,KSB,2.857817256,1.157210958,171.4690353
0.832721877,16.60062722,13.87869794,MegaCPK,2.985437515,1.195377893,179.1262509
1.309321225,16.57891266,21.82202041, 50-032 (125.1),3.123880449,1.258538055,187.432827
1.815682408,16.53357877,30.26137346,3500,3.265251213,1.338592243,195.9150728
2.292248431,16.48291147,38.20414051,114,3.396302943,1.363935642,203.7781766
2.802323156,16.42881556,46.70538594,,3.531314407,1.443282922,211.8788644
3.27515459,16.36862434,54.58590983,,3.663475824,1.488353074,219.8085495
3.785167927,16.26119444,63.08613212,,3.811295984,1.57458189,228.6777591
4.258044963,16.24062275,70.96741605,,3.942347715,1.639449419,236.5408629
4.768046461,16.12290701,79.46744102,,4.076159394,1.709056832,244.5695637
5.209893323,16.0194332,86.83155538,,4.21135699,1.781925259,252.6814194
5.73228581,15.96633364,95.53809683,,4.356140972,1.875502365,261.3684583
6.205058047,15.85471321,103.4176341,,4.487192702,1.975357426,269.2315621
6.714964657,15.65455835,111.9160776,,4.628563466,2.04924995,277.713808
7.191372737,15.4666703,119.8562123,,4.7606471,2.136404337,285.638826
7.697686652,15.38026923,128.2947775,,4.90098596,2.234309546,294.0591576
8.174147087,15.23786747,136.2357848,,5.033069594,2.322912103,301.9841756
8.680478102,15.16632372,144.674635,,5.167049154,2.477923598,310.0229492
9.156881885,14.9747023,152.6146981,,5.306208696,2.593791257,318.3725218
9.663148005,14.8467769,161.0524667,,5.434312131,2.765825497,326.0587278
10.12572315,14.65687327,168.7620525,,5.574081797,2.956738465,334.4449078
10.64573898,14.45865781,177.428983,,5.705534841,3.169481723,342.3320905
11.12567284,14.09888192,185.4278807,,5.825571394,3.34621286,349.5342836
11.62810212,13.8725934,193.8017019,,,,
12.11182643,13.57087537,201.8637739,,,,
12.61042421,13.25087141,210.1737369,,,,
13.09410928,12.91505772,218.2351547,,,,
13.59281709,12.69064286,226.5469514,,,,
14.0802003,12.33268664,234.670005,,,,
14.57502631,11.97085554,242.9171051,,,,
15.05658042,11.63228575,250.943007,,,,
15.55729267,11.30071339,259.2882111,,,,
16.04453194,10.81769839,267.4088656,,,,
16.53932953,10.43117931,275.6554921,,,,
16.94753241,10.04626323,282.4588735,,,,
17.32770746,9.535329515,288.7951243,,,,
17.70283197,9.113683219,295.0471996,,,,
18.04536326,8.662761567,300.7560544,,,,
18.41071753,8.235180665,306.8452922,,,,
18.76294575,7.726497591,312.7157625,,,,
19.08248374,7.123557363,318.0413956,,,,
19.58361631,6.517249481,326.3936051,,,,
20.05453427,5.896701339,334.2422379,,,,
20.42395529,5.305153471,340.3992549,,,,
20.95772407,4.437619307,349.2954011,,,,
20.72370681,4.849740933,345.3951135,,,,
