qmh,hm,qlmin,name,nqmh,nhm,nqlmin
0.029325513,17.01863354,0.488758553,KSB,4.009772126,0.363488948,66.82953543
2.140762463,16.94777873,35.67937439,Etabloc,4.991678757,0.337885124,83.19464596
3.988269795,17.0022404,66.47116325,65,7.001578902,0.314158914,116.6929817
5.923753666,16.80789057,98.72922776,1160,9.010198856,0.345224887,150.1699809
8.035190616,16.61281215,133.9198436,280,11.06490569,0.403772297,184.4150949
10.05865103,16.10753902,167.6441838,,13.02743876,0.407356832,217.1239794
12.03812317,15.22977724,200.6353861,,14.47469489,0.464794743,241.2449148
14.01759531,13.85512104,233.6265885,,14.89203721,0.602543313,248.2006202
16.04105572,12.04550008,267.3509286,,15.21720577,0.685329009,253.6200962
17.31671554,10.67375822,288.6119257,,,,
18.37243402,9.427150689,306.2072336,,,,
