qmh,hmp
2.790996784565915, 1.695628377916126
2.996784565916397, 1.6967229937743724
3.974276527331188, 1.787028802079769
4.977491961414791, 1.7923650543887248
6.006430868167201, 1.9254977081480469
7.009646302250803, 1.9733871519463637
8.012861736334404, 2.0212765957446805
8.990353697749196, 2.1115824040500772
9.607717041800644, 2.2850790175822677
9.916398713826364, 2.9675720051994237
10.09646302250804, 3.479168091947731
