qmh,hm,qlmin,name,nqls,nhm,nqlmin
0.062908932,55.35347182,1.048482205,KSB,0.35169843,0.347737635,21.1019058
0.211935572,55.35347182,3.532259541,CPKN,0.401772489,0.350477127,24.10634936
0.37285982,55.39700888,6.214330334, 25-160 (13) ,0.451846549,0.346395617,27.11079293
0.533393108,55.35347182,8.889885135,3500,0.501920608,0.345724607,30.1152365
0.698022585,55.35347182,11.63370975,169,0.551994668,0.348464099,33.11968006
0.987474757,55.34476441,16.45791262,,0.602068727,0.344382589,36.12412363
1.167707071,55.27611477,19.46178452,,0.652142787,0.34371158,39.1285672
1.343258026,55.21726302,22.38763377,,0.702216846,0.346451072,42.13301076
1.474536207,55.20047825,24.57560345,,0.752290906,0.342369562,45.13745433
1.613993226,55.19919386,26.89988709,,0.802364965,0.341698552,48.1418979
1.756776361,55.17435601,29.27960602,,0.852439024,0.344438044,51.14634146
1.92823282,55.25769029,32.13721367,,0.902513084,0.340356534,54.15078503
2.101638152,55.2320042,35.02730254,,0.952587143,0.343096026,57.1552286
2.281870466,55.14075409,38.03117444,,1.002661203,0.339014516,60.15967216
2.464833573,55.15381521,41.08055955,,1.052735262,0.338343506,63.16411573
2.642335094,55.14449393,44.03891824,,1.102809322,0.339377748,66.1685593
2.814455592,55.14898012,46.90759319,,1.152883381,0.34211724,69.17300286
2.97963469,54.98167673,49.66057817,,1.202957441,0.355088235,72.17744643
3.119832846,55.06300124,51.9972141,,1.2530315,0.369764481,75.18189
3.264955815,54.87887751,54.41593025,,1.303105559,0.367388222,78.18633356
3.449284318,54.63265487,57.48807197,,1.353179619,0.390590721,81.19077713
3.625420443,54.63700858,60.42367405,,1.403253678,0.381393459,84.1952207
3.805652757,54.65956869,63.42754595,,1.453327738,0.370490946,87.19966426
3.987250467,54.43456125,66.45417445,,1.503401797,0.38005144,90.20410783
4.166117385,54.45415293,69.43528975,,1.553475857,0.40666444,93.2085514
4.346349699,54.33304074,72.43916165,,1.603549916,0.405993431,96.21299496
4.52385122,54.16680833,75.39752033,,1.653623976,0.42749068,99.21743853
4.706814327,54.16205883,78.44690544,,1.703698035,0.442166926,102.2218821
4.88704664,54.06113201,81.45077734,,1.753772094,0.444906418,105.2263257
5.061817369,53.71184605,84.36362282,,1.803846154,0.468108917,108.2307692
5.247511268,53.42897235,87.45852114,,1.853920213,0.477669411,111.2352128
5.404336788,53.16373874,90.0722798,,1.903994273,0.494050908,114.2396564
5.592373059,52.81350032,93.20621766,,1.954068332,0.515548156,117.2440999
5.78820821,52.55839255,96.47013684,,2.004142392,0.535340154,120.2485435
5.971171317,52.26764337,99.51952195,,2.054216451,0.5500164,123.2529871
6.148672838,51.99017338,102.4778806,,2.104290511,0.571513648,126.2574306
6.328905152,51.70929882,105.4817525,,2.15436457,0.586189894,129.2618742
6.479192158,51.48498135,107.986536,,2.204438629,0.597455639,132.2663178
6.619771886,51.12618003,110.3295314,,2.254512689,0.622363389,135.2707613
6.754908803,50.89375034,112.5818134,,2.304586748,0.628513382,138.2752049
6.935141117,50.52839447,115.5856853,,2.354660808,0.651715881,141.2796485
7.098988675,49.87593612,118.3164779,,2.404734867,0.668097377,144.284092
7.280002908,49.54145199,121.3333818,,2.454808927,0.699826129,147.2885356
7.478568851,49.0250815,124.6428142,,2.504882986,0.72814438,150.2929792
7.656070373,48.66214074,127.6011729,,2.554957046,0.795683394,153.2974227
7.789494176,48.11392921,129.8249029,,2.605031105,0.843896235,156.3018663
8.050469774,47.25816654,134.1744962,,2.655105164,0.879603905,159.3063099
7.922917979,47.72512154,132.048633,,2.705179224,0.931227247,162.3107534
8.196767314,46.51774262,136.6127886,,2.755253283,1.020934518,165.315197
8.376999628,46.11878483,139.6166605,,2.805327343,1.227167246,168.3196406
8.553135753,45.40857548,142.5522626,,2.848573121,1.560887905,170.9143873
8.718738821,44.77663505,145.3123137,,2.887266713,1.940821855,173.2360028
8.862112204,44.1558792,147.7018701,,2.921408117,2.354771818,175.284487
9.131182652,42.89506341,152.1863775,,2.946445147,2.771483764,176.7867088
8.991241377,43.50050715,149.854023,,2.966929989,3.143997338,178.0157993
9.278161198,42.25560178,154.63602,,2.985138738,3.577236153,179.1083243
9.414706753,41.49162445,156.9117792,,3.005623581,3.981727235,180.3374148
9.576214478,40.55896486,159.6035746,,3.021556236,4.471493126,181.2933741
9.857083313,38.979878,164.2847219,,3.044317172,4.939871507,182.6590303
9.725241119,39.75499135,162.087352,,3.057518515,5.406085376,183.4511109
9.999090454,38.04938859,166.6515076,,3.072388993,5.85810435,184.3433396
10.16371993,37.07033789,169.3953322,,3.087562951,6.322937058,185.253777
10.28543272,36.15190768,171.4238787,,3.099365064,6.749277119,185.9619038
10.46195981,35.18247317,174.3659968,,3.109998025,7.090361686,186.5998815
10.62077406,34.00463892,177.0129009,,,,
10.76917398,32.76652253,179.4862329,,,,
10.90283991,31.89037816,181.7139985,,,,
11.03941049,30.93950804,183.9901749,,,,
11.14174058,30.03510825,185.6956763,,,,
0.842553191,55.37313433,14.04255319,,,,
11.24964539,29.25373134,187.4940898,,,,
