qmh,hm,qlmin,name,nqls,nhm,nqlmin
0.076482334,27.79902311,1.274705569,KSB,0.35169843,0.347737635,21.1019058
0.250160746,27.62661635,4.169345762,CPKN,0.401772489,0.350477127,24.10634936
0.435854645,27.69627565,7.264244082, 25-160 (13) ,0.451846549,0.346395617,27.11079293
0.610625374,27.62661635,10.17708956,3500,0.501920608,0.345724607,30.1152365
0.790857688,27.62661635,13.18096146,140,0.551994668,0.348464099,33.11968006
0.972455398,27.72239788,16.20758996,,0.602068727,0.344382589,36.12412363
1.151322315,27.66342495,19.18870526,,0.652142787,0.34371158,39.1285672
1.335335727,27.6668044,22.25559545,,0.702216846,0.346451072,42.13301076
1.509056151,27.72239788,25.15093584,,0.752290906,0.342369562,45.13745433
1.692019257,27.62661635,28.20032095,,0.802364965,0.341698552,48.1418979
1.872251571,27.57912137,31.20419285,,0.852439024,0.344438044,51.14634146
2.048387696,27.62008579,34.13979493,,0.902513084,0.340356534,54.15078503
2.232716199,27.5221274,37.21193665,,0.952587143,0.343096026,57.1552286
2.419775494,27.63532376,40.32959157,,1.002661203,0.339014516,60.15967216
2.593180827,27.59336987,43.21968045,,1.052735262,0.338343506,63.16411573
2.778874726,27.41763846,46.31457877,,1.102809322,0.341082998,66.1685593
2.957741644,27.48947461,49.29569406,,1.152883381,0.34211724,69.17300286
3.133877769,27.3321475,52.23129614,,1.202957441,0.356793486,72.17744643
3.314110083,27.20391107,55.23516804,,1.2530315,0.39363799,75.18189
3.490561299,27.30597308,58.17602165,,1.303105559,0.410019486,78.18633356
3.643369037,27.06617564,60.72281728,,1.353179619,0.465621746,81.19077713
3.807998514,26.80768347,63.4666419,,1.403253678,0.512697753,84.1952207
3.977698617,26.6986631,66.29497694,,1.453327738,0.571710514,87.19966426
4.254278744,26.52645346,70.90464574,,1.503401797,0.622197023,90.20410783
4.418908221,26.36556424,73.64847036,,1.553475857,0.691441287,93.2085514
4.59305223,26.06225139,76.5508705,,1.603549916,0.774895974,96.21299496
4.771571431,25.63551058,79.52619051,,1.653623976,0.870287414,99.21743853
4.941662493,25.2165048,82.36104155,,1.703698035,0.938963262,102.2218821
5.12345526,24.80354897,85.390921,,1.753772094,1.04913354,105.2263257
5.296665536,24.39458331,88.27775893,,1.803846154,1.184314161,108.2307692
5.478263246,23.96514957,91.30438743,,1.853920213,1.314947446,111.2352128
5.657130164,23.58716873,94.28550273,,1.903994273,1.459222736,114.2396564
5.788282848,22.9095978,96.4713808,,1.947240051,1.580781801,116.8344031
5.933331179,22.34802638,98.88885299,,,,
6.115903326,21.62562627,101.9317221,,,,
6.29613564,20.95922011,104.935594,,,,
6.452963699,20.13256352,107.549395,,,,
6.598083283,19.49884486,109.9680547,,,,
6.754908803,18.92078745,112.5818134,,,,
6.935141117,18.13052928,115.5856853,,,,
7.091969176,17.18193821,118.1994863,,,,
7.256598653,16.45645247,120.9433109,,,,
7.405625293,15.61869932,123.4270882,,,,
7.515242034,14.95347862,125.2540339,,,,
7.648266416,14.2576857,127.4711069,,,,
7.793450248,13.44067947,129.8908375,,,,
7.928373641,12.68879253,132.1395607,,,,
8.061978115,11.85336133,134.3663019,,,,
8.188574937,11.02593524,136.4762489,,,,
4.119148936,26.56716418,68.65248227,,,,
