qmh,hm,qlmin,name,nqls,nhm,nqlmin
0.50338928,44.65287927,8.389821334,KSB,3.591915218,0.757773217,215.5149131
1.871948843,44.7214154,31.19914738,CPKD,3.972357014,0.759447313,238.3414208
3.240907732,44.73267309,54.01512887, 65-315 (30) ,4.352798809,0.779536455,261.1679286
4.609933176,44.73438437,76.8322196,3500,4.733240605,0.776188265,283.9944363
5.97895862,44.73609565,99.64931034,300,5.1136824,0.776188265,306.820944
7.347984064,44.73780693,122.4664011,,5.494124196,0.776188265,329.6474518
8.717009508,44.73951821,145.2834918,,5.874565992,0.791255122,352.4739595
10.08601277,44.74441163,168.1002128,,6.255007787,0.81301836,375.3004672
11.4550604,44.74294078,190.9176733,,6.635449583,0.81301836,398.126975
12.82408584,44.74465206,213.734764,,7.015891379,0.814692455,420.9534827
14.19311128,44.74636334,236.5518547,,7.396333174,0.839803884,443.7799905
15.56233639,44.7194354,259.3722732,,7.77677497,0.861567122,466.6064982
16.93176116,44.66386824,282.1960194,,8.157216766,0.94080763,489.4330059
18.30091972,44.64648671,305.0153286,,8.537658561,0.950852201,512.2595137
19.67001171,44.63865159,327.8335286,,8.918100357,0.951131217,535.0860214
21.03943648,44.58308443,350.6572747,,9.298542152,0.978195757,557.9125291
22.40889453,44.52274407,373.4815755,,9.678983948,0.987124265,580.7390369
23.77845241,44.44808409,396.3075402,,10.05942574,1.008887503,603.5655446
25.14794374,44.38297053,419.1323956,,10.43986754,1.042369408,626.3920524
26.51733523,44.33217657,441.9555872,,10.82030933,1.065806741,649.2185601
27.8876474,44.14932399,464.7941233,,11.20075113,1.09091817,672.0450678
29.25710544,44.08898363,487.6184241,,11.58119293,1.149511503,694.8715756
30.62654131,44.0318254,510.4423551,,11.96163472,1.20308255,717.6980833
31.99619902,43.94284582,533.2699836,,12.34207652,1.221497598,740.524591
33.36562379,43.88727866,556.0937298,,12.72251831,1.275068646,763.3510988
34.73495982,43.84444004,578.915997,,13.10296011,1.331987884,786.1776065
36.10473955,43.73795872,601.7456591,,13.4834019,1.380536646,809.0041143
37.47549541,43.49146342,624.5915901,,13.8638437,1.403973979,831.830622
38.84502001,43.42157665,647.4170002,,14.2442855,1.460893217,854.6571297
40.21554293,43.20849378,670.2590488,,14.62472729,1.534553407,877.4836375
41.58629879,42.96199849,693.1049798,,15.00516909,1.620936722,900.3101452
42.95678843,42.75368882,715.9464739,,15.38561088,1.639798195,923.136653
44.32734463,42.53583275,738.7890772,,15.76605268,1.665132836,945.9631607
45.698522,42.22887688,761.6420334,,16.14649447,1.717029788,968.7896684
47.06885635,42.04284216,784.4809392,,16.52693627,1.768926741,991.6161762
48.43923507,41.85044317,807.3205845,,16.90737807,1.842586931,1014.442684
49.81085614,41.47984459,830.1809356,,17.28781986,1.939684455,1037.269192
51.18192258,41.1887994,853.0320431,,17.66826166,2.001625979,1060.095699
52.55304449,40.88979886,875.8840749,,18.04870345,2.082540582,1082.922207
53.92525346,40.43487369,898.7542243,,18.42914525,2.179080074,1105.748715
55.2964031,40.13189549,921.6067184,,18.80958704,2.282873978,1128.575223
56.66767476,39.81141554,944.461246,,19.19002884,2.391690169,1151.40173
58.03986154,39.3596725,967.3310257,,19.57047063,2.530640074,1174.228238
59.41191521,38.92702228,990.1985869,,19.95091243,2.691353216,1197.054746
60.78450132,38.4180008,1013.075022,,20.33135423,2.887222359,1219.881254
62.15669919,37.96466669,1035.944987,,20.71179602,3.17181855,1242.707761
63.52915219,37.47473802,1058.819203,,21.09223782,3.538445406,1265.534269
64.90199343,36.92912198,1081.69989,,21.4553868,3.93805194,1287.323208
66.27513416,36.34054711,1104.585569,,21.76665736,4.326149068,1305.999442
67.64760379,35.84823185,1127.460063,,22.04334231,4.712404692,1322.600538
69.00036314,35.20778876,1150.006052,,22.32002725,5.094977306,1339.201635
70.30425428,34.56454074,1171.737571,,22.59671219,5.518063025,1355.802731
71.76860665,33.85578008,1196.143444,,22.85610432,5.932401596,1371.366259
73.08069142,33.09895155,1218.011524,,23.08091084,6.292518082,1384.85465
74.03324047,32.58871048,1233.887341,,23.30571736,6.689798724,1398.343041
74.91016352,32.09293069,1248.502725,,23.49593825,6.963644262,1409.756295
75.9791525,31.5565211,1266.319208,,,,
77.02482926,30.97280813,1283.747154,,,,
77.83214535,30.36182167,1297.202423,,,,
