qlps,hkpa,hm,qlmin,name
0,60.10869565,7.277064178,0,Zulzer
2.395734877,56.84782609,6.882286737,143.7440926,VMOA
4.927339319,53.58695652,6.487509294,295.6403591,100
7.458943762,50.32608696,6.092731853,447.5366257,1170
9.908140359,47.7173913,5.776909899,594.4884215,82
12.44063091,43.80434783,5.303176969,746.4378546,
14.81229324,38.26086957,4.632055318,888.7375944,
17.35010043,30.43478261,3.684589457,1041.006026,
19.97120156,21.30434783,2.579212621,1198.272094,
