qlps,hkpa,hm,qlmin,name
0,47.39130435,5.737432155,0,Zulzer
2.413013941,44.13043478,5.342654713,144.7808365,VMOA
4.944618384,40.86956522,4.947877271,296.677103,100
7.393371928,38.58695652,4.671533062,443.6023157,1170
9.843897684,35,4.237277876,590.633861,60
12.45968218,29.7826087,3.605633969,747.5809308,
14.91419542,23.26086957,2.816079086,894.8517252,
17.37181002,14.45652174,1.750179992,1042.308601,
