qmh,hmp
6.036585365853659, 0.7393292682926855
7.987804878048781, 0.725779132791331
10, 0.6076388888888875
12.012195121951217, 0.6457486449864511
14.02439024390244, 0.5796917344173433
15.97560975609756, 0.6703082655826584
17.987804878048784, 0.7084180216802185
19.9390243902439, 0.79903455284553
22.012195121951216, 0.8367208672086726
24.024390243902438, 1.0310806233062344
25.975609756097562, 1.1737804878048799
28.048780487804876, 1.3677168021680224
29.999999999999993, 1.7187500000000018
32.012195121951216, 2.3297764227642297
33.17073170731707, 2.790481029810298
35.06097560975609, 4.235687669376693
36.036585365853654, 5.21849593495935
37.012195121951216, 6.565887533875339
38.04878048780487, 8.173272357723578
