qmh,hm,qlmin,name,nqls,nhm,nqlmin
0.147829734,48.61197605,2.463828892,KSB,0.315010644,0.445821735,18.90063864
0.341958218,48.61197605,5.69930363,CPKN,0.368782805,0.445365716,22.12696833
0.536093907,48.63707131,8.934898455, 25-200 (14) ,0.422556782,0.447189793,25.35340694
0.730198374,48.55342043,12.1699729,3500,0.476327854,0.445365716,28.57967127
0.924319653,48.52832517,15.40532755,160,0.530098564,0.443085619,31.80591382
1.118421718,48.4363092,18.64036197,,0.583872904,0.445365716,35.03237421
1.312547801,48.42794411,21.87579668,,0.637645428,0.445365716,38.25872568
1.506664276,48.38611867,25.11107127,,0.691416137,0.443085619,41.48496823
1.700790359,48.37775358,28.34650598,,0.745192655,0.448101832,44.71155933
1.894885219,48.26064235,31.58142031,,0.798966995,0.450381929,47.93801972
2.089008899,48.24391218,34.81681499,,0.852737341,0.447645812,51.16424049
2.283106161,48.13516603,38.05176935,,0.906524026,0.465430567,54.39144155
2.477208226,48.04315006,41.28680376,,0.960293283,0.461326393,57.61759696
2.671288675,47.8758483,44.52147792,,1.014082145,0.481847264,60.84492873
2.865400347,47.81729269,47.75667245,,1.06786883,0.499632019,64.07212979
3.041885858,47.83495232,50.69809763,,1.121652246,0.5133126,67.29913479
3.24123131,47.63855017,54.02052183,,1.175434574,0.525625122,70.52607444
3.500600238,47.36557794,58.3433373,,1.22920492,0.522889006,73.7522952
3.694687892,47.22337144,61.57813154,,1.282979623,0.525625122,76.97877738
3.906397172,46.98914897,65.10661953,,1.336752148,0.525625122,80.20512885
4.100500197,46.90047904,68.34166996,,1.390537016,0.541129781,83.43222099
4.294522044,46.52906913,71.5753674,,1.444351294,0.593572007,86.66107766
4.488583279,46.29484667,74.80972132,,1.498165572,0.646014233,89.88993433
4.68265172,46.08571947,78.04419533,,1.551955524,0.667903162,93.11733145
4.876700946,45.80967157,81.27834911,,1.605744387,0.688424033,96.34466322
5.070741767,45.50434585,84.51236278,,1.659532161,0.707576846,99.57192964
5.264748963,45.08190891,87.74581605,,1.713335183,0.745882472,102.800111
5.458783779,44.75567048,90.97972965,,1.767124046,0.766403343,106.0274428
5.652780167,44.29559064,94.21300279,,1.820941228,0.822493724,109.2564737
5.846771752,43.81878062,97.44619586,,1.874755869,0.875391969,112.4853522
6.040760935,43.33360552,100.6793489,,1.928537471,0.886792453,115.7122482
6.234752519,42.8567955,103.912542,,1.982341583,0.926466137,118.940495
6.428720086,42.2963346,107.1453348,,2.036156587,0.979820402,122.1693952
6.622661234,41.64385774,110.3776872,,2.089981394,1.045487189,125.3988836
6.816583168,40.92446017,113.6097195,,2.143814551,1.121642421,128.6288731
7.010482686,40.12698845,116.8413781,,2.197625561,1.169980473,131.8575337
7.204405421,39.41037924,120.0734237,,2.251450368,1.235647261,135.0870221
7.370317399,38.63463981,122.8386233,,2.305259926,1.282161235,138.3155956
7.676012314,37.21122301,127.9335386,,2.359088001,1.351932197,141.5452801
7.823292113,36.54115406,130.3882019,,2.412905184,1.408022577,144.774311
7.989159341,35.60955362,133.1526557,,2.46673108,1.475057423,148.0038648
8.164342147,34.62333515,136.0723691,,2.520546084,1.528411688,151.232765
8.317999403,33.73208583,138.6333234,,2.569477598,1.587947548,154.1686559
8.472687204,32.89680639,141.2114534,,,,
8.867976443,30.18961874,147.7996074,,,,
9.010450237,29.38063872,150.1741706,,,,
8.614736313,31.90868263,143.5789385,,,,
8.735847124,31.22754491,145.5974521,,,,
7.515407754,38.03892216,125.2567959,,,,
3.365735093,47.5748503,56.09558488,,,,
