qmh,hm,qlmin,name,nqls,nhm,nqlmin
0.243124811,18.0972127,4.052080186,KSB,1.350938223,0.689889264,81.05629339
0.589062584,18.13961893,9.817709727,CPKN,1.445950292,0.703016241,86.75701755
0.934971744,18.14719147,15.5828624, 32-125 (15) ,1.540962362,0.703016241,92.45774171
1.280874685,18.14719147,21.34791141,3500,1.635974431,0.720518878,98.15846587
1.626771405,18.13961893,27.11285675,100,1.7309865,0.735104408,103.85919
1.972680566,18.14719147,32.87800943,,1.82599857,0.735104408,109.5599142
2.318577286,18.13961893,38.64295477,,1.921010639,0.735104408,115.2606383
2.664480227,18.13961893,44.40800378,,2.016022708,0.751148492,120.9613625
3.010389387,18.14719147,50.17315646,,2.111034778,0.765734022,126.6620867
3.356286108,18.13961893,55.9381018,,2.206046847,0.765734022,132.3628108
3.702179097,18.12750286,61.70298494,,2.301058916,0.770109682,138.063535
4.048048449,18.08661114,67.46747416,,2.396070986,0.783236659,143.7642591
4.393928998,18.05934999,73.23214997,,2.491083055,0.784695212,149.4649833
4.739802083,18.0230018,78.99670138,,2.586095124,0.783236659,155.1657075
5.085675167,17.9866536,84.76125279,,2.681107194,0.79344653,160.8664316
5.431522128,17.91850074,90.5253688,,2.776119263,0.799280742,166.5671558
5.777387749,17.87306549,96.28979581,,2.871131332,0.799280742,172.2678799
6.123206098,17.77007894,102.053435,,2.966143402,0.800739296,177.9686041
6.468965979,17.5959105,107.8160996,,3.061155471,0.837203122,183.6693283
6.814768156,17.47323534,113.5794693,,3.156167541,0.970174541,189.3700524
7.117736628,17.38932305,118.6289438,,3.25117961,1.208891057,195.0707766
7.632009849,17.05068757,127.2001642,,3.328916757,1.523556513,199.7350054
7.977741118,16.84168544,132.962352,,3.389378983,1.90923421,203.362739
8.323464924,16.62359627,138.7244154,,3.45415994,2.315446636,207.2495964
8.669109113,16.30857857,144.4851519,,3.501665974,2.708526682,210.0999585
9.014748327,15.98750284,150.2458054,,3.550611586,3.057931168,213.0366952
9.360417396,15.70277531,156.0069566,,3.583721853,3.370345128,215.0233112
9.70597575,15.28325655,161.7662625,,,,
10.05155774,14.89251345,167.5259623,,,,
10.39710614,14.46087863,173.2851024,,,,
10.74265081,14.02470028,179.0441802,,,,
11.08818677,13.57792038,184.8031129,,,,
11.43368044,13.0796472,190.5613406,,,,
11.77918779,12.5980336,196.3197965,,,,
12.12463418,12.04220911,202.0772364,,,,
12.4700868,11.49395716,207.83478,,,,
12.81547472,10.86695079,213.5912454,,,,
13.16087758,10.25811851,219.3479596,,,,
13.50626053,9.625054104,225.1043421,,,,
13.85156013,8.890517651,230.8593355,,,,
14.19685662,8.152194928,236.6142771,,,,
14.54215498,7.416143967,242.3692497,,,,
14.74619204,6.977693857,245.7698673,,,,
7.37378927,17.25326371,122.8964878,,,,
