ls,hm
3.5919152179719185, 0.7577732172905716
3.9723570136031774, 0.7577732172905716
4.352798809234436, 0.762795503002522
4.733240604865696, 0.762795503002522
5.113682400496954, 0.777862360138375
5.4941241961282135, 0.7929292172742297
5.8745659917594715, 0.7946033125115459
6.255007787390731, 0.7946033125115459
6.635449583021989, 0.8180406458339853
7.015891378653247, 0.8264111220205717
7.396333174284507, 0.8347815982071563
7.776774969915765, 0.864915312478864
8.157216765547025, 0.9391335346665866
8.537658561178283, 0.9508522013278053
8.918100356809543, 0.9575485822770773
9.2985421524408, 0.9748475663960168
9.67898394807206, 0.9954947409895958
10.059425743703319, 1.0088875028881326
10.439867539334578, 1.050739883821059
10.820309334965836, 1.0641326457195959
11.200751130597096, 1.0881280107878073
11.581192926228354, 1.147279375839675
11.961634721859614, 1.2030825504169123
12.342076517490872, 1.2382385504005704
12.722518313122132, 1.2750686456215465
13.10296010875339, 1.331987883690326
13.48340190438465, 1.382210740809839
13.863843700015908, 1.430759502692034
14.244285495647167, 1.4943751217100836
14.624727291278425, 1.5462720740669127
15.005169086909683, 1.6104457248307344
15.385610882540943, 1.6941504866965857
15.766052678172203, 1.9207113754801624
16.14649447380346, 2.1422499785517894
16.52693626943472, 2.467024454591302
16.83820682949666, 2.910696894596711
17.08030615398928, 3.335879882758862
17.247469973281802, 3.74592160955239
17.42616233183588, 4.121588580806341
17.59909042075918, 4.566005063139447
17.789311318574807, 5.027915840702516
17.927653789713446, 5.48123292938069
