ls,hm
3.5919152179719185, 0.7577732172905716
3.9723570136031774, 0.7594473125278878
4.352798809234436, 0.7795364553756929
4.733240604865696, 0.7761882649010587
5.113682400496954, 0.7761882649010587
5.4941241961282135, 0.7761882649010587
5.8745659917594715, 0.7912551220369117
6.255007787390731, 0.8130183601220349
6.635449583021989, 0.8130183601220349
7.015891378653247, 0.8146924553593511
7.396333174284507, 0.8398038839191067
7.776774969915765, 0.8615671220042298
8.157216765547025, 0.9408076299039045
8.537658561178283, 0.9508522013278053
8.918100356809543, 0.9511312172006932
9.2985421524408, 0.9781957568706527
9.67898394807206, 0.9871242648030094
10.059425743703319, 1.0088875028881326
10.439867539334578, 1.0423694076344727
10.820309334965836, 1.065806740956912
11.200751130597096, 1.0909181695166676
11.581192926228354, 1.1495115028227652
11.961634721859614, 1.2030825504169123
12.342076517490872, 1.2214975980273994
12.722518313122132, 1.2750686456215465
13.10296010875339, 1.331987883690326
13.48340190438465, 1.380536645572521
13.863843700015908, 1.4039739788949603
14.244285495647167, 1.4608932169637416
14.624727291278425, 1.5345534074056921
15.005169086909683, 1.620936721651253
15.385610882540943, 1.6397981946583595
15.766052678172203, 1.665132835916424
16.14649447380346, 1.717029788273253
16.52693626943472, 1.768926740630083
16.90737806506598, 1.8425869310720344
17.28781986069724, 1.9396844548364243
17.668261656328497, 2.001625978617156
18.048703451959756, 2.082540581754148
18.429145247591016, 2.1790800737727656
18.809587043222276, 2.282873978486424
19.190028838853532, 2.3916901689120342
19.570470634484792, 2.5306400736093497
19.950912430116052, 2.6913532163917893
20.33135422574731, 2.887222359157887
20.711796021378568, 3.171818549501789
21.092237817009828, 3.538445406474228
21.455386803748755, 3.938051939621813
21.766657363810697, 4.326149068012843
22.043342306087975, 4.712404691642824
22.320027248365253, 5.094977305750708
22.596712190642535, 5.518063024601665
22.856104324027484, 5.932401595837641
23.080910839627773, 6.292518082442736
23.30571735522806, 6.689798724089403
23.49593825304369, 6.963644262024957
